Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,name_id,Year
Alvin Robertson,23,SAS,30,30,78,0.385,82,35.1,17,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143,roberal01,1986
Charles Barkley,22,PHI,18.5,18.5,78,0.237,80,36.9,20,12.8,3.9,2.2,1.6,0.572,0.227,0.685,10.8,0.176,barklch01,1986
Kevin Willis,23,ATL,8,8,78,0.103,82,28,12.3,8.6,0.5,0.8,0.5,0.517,0,0.654,4.7,0.099,willike02,1986
Dominique Wilkins,26,ATL,6.5,6.5,78,0.083,78,39.1,30.3,7.9,2.6,1.8,0.6,0.468,0.186,0.818,10.8,0.17,wilkido01,1986
Dale Ellis,26,SEA,33,33,78,0.423,82,37.5,24.9,5.5,2.9,1.3,0.4,0.516,0.358,0.787,9.3,0.145,ellisda01,1987
James Donaldson,29,DAL,6,6,78,0.077,82,36.9,10.8,11.9,0.8,0.6,1.7,0.586,,0.812,10.4,0.166,donalja01,1987
Sleepy Floyd,26,GSW,5,5,78,0.064,82,37.4,18.8,3.3,10.3,1.8,0.2,0.488,0.384,0.86,10,0.157,floydsl01,1987
Fat Lever,26,DEN,5,5,78,0.064,82,37.2,18.9,8.9,8,2.5,0.4,0.469,0.239,0.782,9.7,0.153,leverfa01,1987
Otis Thorpe,24,SAC,5,5,78,0.064,82,36,18.9,10,2.5,0.6,0.7,0.54,0,0.761,9,0.146,thorpot01,1987
Kevin Willis,24,ATL,5,5,78,0.064,81,32.4,16.1,10.5,0.8,0.8,0.8,0.536,0.25,0.709,8.6,0.156,willike02,1987
Gerald Wilkins,23,NYK,4,4,78,0.051,80,34.5,19.1,3.7,4.4,1.1,0.2,0.486,0.351,0.701,3.3,0.057,wilkige01,1987
Terry Porter,23,POR,3,3,78,0.038,80,33.9,13.1,4.2,8.9,2,0.1,0.488,0.217,0.838,6.8,0.12,portete01,1987
Michael Cage,25,LAC,2,2,78,0.026,80,36.5,15.7,11.5,1.6,1.2,0.8,0.521,0,0.73,7.2,0.119,cagemi01,1987
Steve Johnson,29,POR,2,2,78,0.026,79,29.7,16.8,7.2,2,0.6,1,0.556,,0.698,4.4,0.091,johnsst03,1987
Karl Malone,23,UTA,2,2,78,0.026,82,34.8,21.7,10.4,1.9,1.3,0.7,0.512,0,0.598,6.9,0.116,malonka01,1987
Tim McCormick,24,PHI,2,2,78,0.026,81,34.8,12.8,7.5,1.4,0.4,0.8,0.545,0,0.719,6,0.102,mccorti01,1987
Charles Barkley,23,PHI,1,1,78,0.013,68,40.3,23,14.6,4.9,1.8,1.5,0.594,0.202,0.761,12,0.21,barklch01,1987
Bob Hansen,26,UTA,1,1,78,0.013,72,20.2,9.7,2.8,1.4,0.6,0.1,0.453,0.356,0.76,2.6,0.085,hansebo01,1987
John Paxson,26,CHI,1,1,78,0.013,82,32.8,11.3,1.7,5.7,0.8,0.1,0.487,0.371,0.809,6,0.106,paxsojo01,1987
Larry Smith,29,GSW,1,1,78,0.013,80,29.7,8.8,11.5,1.2,0.9,0.7,0.546,0,0.574,5.4,0.109,smithla01,1987
Kevin Duckworth,23,POR,33,33,80,0.413,78,28.5,15.8,7.4,0.8,0.4,0.4,0.496,,0.77,5.2,0.112,duckwke01,1988
John Stockton,25,UTA,15,15,80,0.188,82,34.7,14.7,2.9,13.8,3,0.2,0.574,0.358,0.84,14.1,0.238,stockjo01,1988
Mark Price,23,CLE,11,11,80,0.138,80,32.8,16,2.3,6,1.2,0.2,0.506,0.486,0.877,7.8,0.143,pricema01,1988
Michael Adams,25,DEN,7,7,80,0.088,82,33.9,13.9,2.7,6.1,2,0.2,0.449,0.367,0.834,7.5,0.13,adamsmi01,1988
Jerome Kersey,25,POR,5,5,80,0.063,79,36.6,19.2,8.3,3.1,1.6,0.8,0.499,0.2,0.735,8.6,0.144,kerseje01,1988
Randy Breuer,27,MIL,3,3,80,0.038,81,27.9,12,6.8,1.3,0.6,1.3,0.495,,0.657,5.1,0.109,breuera01,1988
Frank Brickowski,28,SAS,3,3,80,0.038,70,31.8,16,6.9,3.8,1.1,0.5,0.528,0.2,0.768,4.1,0.088,brickfr01,1988
John Battle,25,ATL,1,1,80,0.013,67,18.3,10.6,1.7,2.4,0.5,0.1,0.454,0.39,0.75,2.3,0.092,battljo01,1988
Byron Scott,26,LAL,1,1,80,0.013,81,37.6,21.7,4.1,4.1,1.9,0.3,0.527,0.346,0.858,10.7,0.168,scottby01,1988
Roy Tarpley,23,DAL,1,1,80,0.013,81,28.5,13.5,11.8,1.1,1.3,1.1,0.5,0,0.74,7.8,0.163,tarplro01,1988
Kevin Johnson,22,PHO,48,48,85,0.565,81,39.2,20.4,4.2,12.2,1.7,0.3,0.505,0.091,0.882,12.2,0.184,johnske02,1989
Reggie Lewis,23,BOS,14,14,85,0.165,81,32.8,18.5,4.7,2.7,1.5,0.9,0.486,0.136,0.787,6.9,0.124,lewisre01,1989
Chris Mullin,25,GSW,12,12,85,0.141,82,37.7,26.5,5.9,5.1,2.1,0.5,0.509,0.23,0.892,10.6,0.165,mullich01,1989
Ron Anderson,30,PHI,2,2,85,0.024,82,31.9,16.2,5,1.7,0.9,0.3,0.491,0.182,0.856,4.4,0.081,anderro01,1989
Ken Norman,24,LAC,2,2,85,0.024,80,37.8,18.1,8.3,3.5,1.3,0.8,0.502,0.19,0.63,4,0.064,normake01,1989
Kelly Tripucka,29,CHH,2,2,85,0.024,71,32.4,22.6,3.8,3.2,1.2,0.2,0.467,0.357,0.866,3.3,0.069,tripuke01,1989
Patrick Ewing,26,NYK,1,1,85,0.012,80,36.2,22.7,9.3,2.4,1.5,3.5,0.567,0,0.746,10.9,0.181,ewingpa01,1989
Larry Krystkowiak,24,MIL,1,1,85,0.012,80,30.9,12.7,7.6,1.3,1.2,0.1,0.473,0.333,0.823,6.3,0.122,krystla01,1989
Derrick McKey,22,SEA,1,1,85,0.012,82,34.2,15.9,5.7,2.7,1.3,0.9,0.502,0.337,0.803,7.4,0.126,mckeyde01,1989
Scottie Pippen,23,CHI,1,1,85,0.012,73,33.1,14.4,6.1,3.5,1.9,0.8,0.476,0.273,0.668,4,0.08,pippesc01,1989
Dennis Rodman,27,DET,1,1,85,0.012,82,26.9,9,9.4,1.2,0.7,0.9,0.595,0.231,0.626,8.1,0.175,rodmade01,1989
Rony Seikaly,24,MIA,37,37,92,0.402,74,32.6,16.6,10.4,1.1,1.1,1.7,0.502,0,0.594,3.2,0.063,seikaro01,1990
Reggie Miller,24,IND,30,30,92,0.326,82,38.9,24.6,3.6,3.8,1.3,0.2,0.514,0.414,0.868,12.1,0.182,millere01,1990
Tony Campbell,27,MIN,13,13,92,0.141,82,38.6,23.2,5.5,2.6,1.4,0.4,0.457,0.167,0.787,5.3,0.081,campbto01,1990
Jeff Hornacek,26,PHO,4,4,92,0.043,67,34,17.6,4.7,5,1.7,0.2,0.536,0.408,0.856,8.7,0.182,hornaje01,1990
Hersey Hawkins,23,PHI,3,3,92,0.033,82,34.8,18.5,3.7,3.2,1.6,0.3,0.46,0.42,0.888,8,0.135,hawkihe01,1990
Scottie Pippen,24,CHI,1,1,92,0.011,82,38.4,16.5,6.7,5.4,2.6,1.2,0.489,0.25,0.675,5.7,0.087,pippesc01,1990
Detlef Schrempf,27,IND,1,1,92,0.011,78,33,16.2,7.9,3.2,0.8,0.2,0.516,0.354,0.82,8.1,0.151,schrede01,1990
Derek Smith,28,PHI,1,1,92,0.011,75,18.7,8.9,2.3,1.5,0.5,0.3,0.508,0.444,0.699,2.9,0.098,smithde02,1990
Roy Tarpley,25,DAL,1,1,92,0.011,45,36.6,16.8,13.1,1.5,1.8,1.6,0.451,0,0.756,3.5,0.103,tarplro01,1990
Mark West,29,PHO,1,1,92,0.011,82,29.3,10.5,8.9,0.5,0.4,2.2,0.625,,0.691,8.2,0.163,westma01,1990
Scott Skiles,26,ORL,25,25,96,0.26,79,34.4,17.2,3.4,8.4,1.1,0.1,0.445,0.408,0.902,7,0.124,skilesc01,1991
Kevin Gamble,25,BOS,21,21,96,0.219,82,33,15.6,3.3,3.1,1.2,0.4,0.587,0,0.815,8.3,0.147,gamblke01,1991
Kenny Smith,25,HOU,20,20,96,0.208,78,34.6,17.7,2.1,7.1,1.4,0.1,0.52,0.363,0.844,9,0.161,smithke01,1991
Harvey Grant,25,WSB,12,12,96,0.125,77,36.9,18.2,7.2,2.6,1.2,0.8,0.498,0.133,0.743,6.7,0.112,grantha01,1991
Tim Hardaway,24,GSW,6,6,96,0.063,82,39.2,22.9,4,9.7,2.6,0.1,0.476,0.385,0.803,9.9,0.148,hardati01,1991
Sean Elliott,22,SAS,3,3,96,0.031,82,37.1,15.9,5.6,2.9,0.8,0.4,0.49,0.313,0.808,8.8,0.138,elliose01,1991
Shawn Kemp,21,SEA,2,2,96,0.021,81,30.1,15,8.4,1.8,1,1.5,0.508,0.167,0.661,6.1,0.121,kempsh01,1991
Michael Adams,28,DEN,1,1,96,0.01,66,35.5,26.5,3.9,10.5,2.2,0.1,0.394,0.296,0.879,6.3,0.128,adamsmi01,1991
Rex Chapman,23,CHH,1,1,96,0.01,70,30,15.7,2.7,3.6,1,0.2,0.445,0.324,0.83,3,0.069,chapmre01,1991
Derek Harper,29,DAL,1,1,96,0.01,77,37.4,19.7,3,7.1,1.9,0.2,0.467,0.362,0.731,7.6,0.127,harpede01,1991
Bernard King,34,WSB,1,1,96,0.01,64,37.5,28.4,5,4.6,0.9,0.3,0.472,0.216,0.79,3.5,0.07,kingbe01,1991
Scottie Pippen,25,CHI,1,1,96,0.01,82,36.8,17.8,7.3,6.2,2.4,1.1,0.52,0.309,0.706,11.2,0.179,pippesc01,1991
Larry Smith,33,HOU,1,1,96,0.01,81,23.7,3.3,8.8,1.1,1,0.3,0.487,,0.24,4.4,0.109,smithla01,1991
Spud Webb,27,ATL,1,1,96,0.01,75,29.3,13.4,2.3,5.6,1.6,0.1,0.447,0.321,0.868,5.4,0.118,webbsp01,1991
Pervis Ellison,24,WSB,40,40,96,0.417,66,38,20,11.2,2.9,0.9,2.7,0.539,0.333,0.728,6.9,0.131,ellispe01,1992
Dražen Petrovi?,27,NJN,22,22,96,0.229,82,36.9,20.6,3.1,3.1,1.3,0.1,0.508,0.444,0.808,7.7,0.122,petrodr01,1992
Kevin Willis,29,ATL,12,12,96,0.125,81,36.6,18.3,15.5,2.1,0.9,0.7,0.483,0.162,0.804,8.8,0.143,willike02,1992
Glen Rice,24,MIA,4,4,96,0.042,79,38.1,22.3,5,2.3,1.1,0.4,0.469,0.391,0.836,7.9,0.126,ricegl01,1992
Reggie Williams,27,DEN,4,4,96,0.042,81,32.4,18.2,5,2.9,1.8,0.8,0.471,0.359,0.803,6.6,0.121,willire01,1992
Tim Perry,26,PHO,3,3,96,0.031,80,31,12.3,6.9,1.7,0.6,1.5,0.523,0.375,0.712,5.7,0.11,perryti01,1992
John Starks,26,NYK,3,3,96,0.031,82,25.8,13.9,2.3,3.4,1.3,0.2,0.449,0.348,0.778,6.4,0.146,starkjo01,1992
Kendall Gill,23,CHH,2,2,96,0.021,79,36.8,20.5,5.1,4.2,1.9,0.6,0.467,0.24,0.745,4.7,0.077,gillke01,1992
Grant Long,25,MIA,2,2,96,0.021,82,37.4,14.8,8.4,2.7,1.7,0.5,0.494,0.273,0.807,7.7,0.12,longgr01,1992
Šar?nas Mar?iulionis,27,GSW,2,2,96,0.021,72,29.4,18.9,2.9,3.4,1.6,0.1,0.538,0.3,0.788,6.4,0.144,marcisa01,1992
Mookie Blaylock,24,NJN,1,1,96,0.01,72,35.4,13.8,3.7,6.8,2.4,0.6,0.432,0.222,0.712,4.9,0.092,blaylmo01,1992
Micheal Williams,25,IND,1,1,96,0.01,79,34.8,15,3.6,8.2,2.9,0.3,0.49,0.242,0.871,9,0.156,willimi02,1992
Mahmoud Abdul-Rauf,23,DEN,25,25,98,0.255,81,33.5,19.2,2.8,4.2,1,0.1,0.45,0.355,0.935,5.1,0.091,abdulma02,1993
Eric Murdock,24,MIL,14,14,98,0.143,79,30.8,14.4,3.6,7.6,2.2,0.1,0.468,0.261,0.78,6.1,0.121,murdoer01,1993
Kenny Anderson,22,NJN,13,13,98,0.133,55,36.5,16.9,4.1,8.2,1.7,0.2,0.435,0.28,0.776,4.4,0.106,anderke01,1993
John Starks,27,NYK,11,11,98,0.112,80,31,17.5,2.6,5.1,1.1,0.2,0.428,0.321,0.795,7.5,0.145,starkjo01,1993
Clifford Robinson,26,POR,9,9,98,0.092,82,31.4,19.1,6.6,2.2,1.2,2,0.473,0.247,0.69,6.8,0.127,robincl02,1993
Gary Payton,24,SEA,8,8,98,0.082,82,31.1,13.5,3.4,4.9,2.2,0.3,0.494,0.206,0.77,7.8,0.147,paytoga01,1993
Derrick Coleman,25,NJN,3,3,98,0.031,76,36.3,20.7,11.2,3.6,1.2,1.7,0.46,0.232,0.808,9.5,0.165,colemde01,1993
Blue Edwards,27,MIL,2,2,98,0.02,82,33.3,16.9,4.7,2.6,1.6,0.5,0.512,0.349,0.79,5.7,0.101,edwarbl01,1993
Doug West,25,MIN,2,2,98,0.02,80,38.8,19.3,3.1,2.9,1.1,0.3,0.517,0.087,0.841,4.3,0.066,westdo01,1993
Alaa Abdelnaby,24,TOT,1,1,98,0.01,75,17.5,7.7,4.5,0.4,0.3,0.3,0.518,0,0.759,2,0.074,abdelal01,1993
Mookie Blaylock,25,ATL,1,1,98,0.01,80,35.3,13.4,3.5,8.4,2.5,0.3,0.429,0.375,0.728,7,0.119,blaylmo01,1993
Cedric Ceballos,23,PHO,1,1,98,0.01,74,21.7,12.8,5.5,1,0.7,0.4,0.576,0,0.725,6.2,0.186,cebalce01,1993
Shawn Kemp,23,SEA,1,1,98,0.01,78,33.1,17.8,10.7,2,1.5,1.9,0.492,0,0.712,9.1,0.169,kempsh01,1993
Terry Mills,25,DET,1,1,98,0.01,81,27,14.8,5.8,1.4,0.5,0.6,0.461,0.278,0.791,3.8,0.084,millste01,1993
Dražen Petrovi?,28,NJN,1,1,98,0.01,70,38,22.3,2.7,3.5,1.3,0.2,0.518,0.449,0.87,8.4,0.152,petrodr01,1993
Don MacLean,24,WSB,55,55,101,0.545,75,33.2,18.2,6.2,2.1,0.6,0.3,0.502,0.143,0.824,5.6,0.108,macledo01,1994
Latrell Sprewell,23,GSW,29,29,101,0.287,82,43.1,21,4.9,4.7,2.2,0.9,0.433,0.361,0.774,8,0.108,sprewla01,1994
Gary Payton,25,SEA,5,5,101,0.05,82,35.1,16.5,3.3,6,2.3,0.2,0.504,0.278,0.595,9.3,0.155,paytoga01,1994
Mookie Blaylock,26,ATL,2,2,101,0.02,81,36,13.8,5.2,9.7,2.6,0.5,0.411,0.334,0.73,10.2,0.168,blaylmo01,1994
Dale Davis,24,IND,2,2,101,0.02,66,34.7,11.7,10.9,1.5,0.7,1.6,0.529,0,0.527,7,0.147,davisda01,1994
Rod Strickland,27,POR,2,2,101,0.02,82,35.2,17.2,4.5,9,1.8,0.3,0.483,0.2,0.749,9.3,0.155,stricro02,1994
Vincent Askew,27,SEA,1,1,101,0.01,80,21.1,9.1,2.3,2.4,0.9,0.2,0.481,0.194,0.829,6,0.169,askewvi01,1994
Dana Barros,26,PHI,1,1,101,0.01,81,31.1,13.3,2.4,5.2,1.3,0.1,0.469,0.381,0.8,4.7,0.089,barroda01,1994
Rex Chapman,26,WSB,1,1,101,0.01,60,33.8,18.2,2.4,3.1,1,0.1,0.498,0.388,0.816,3.9,0.092,chapmre01,1994
Bison Dele,24,DEN,1,1,101,0.01,80,18.8,8,5.6,0.6,0.6,1.1,0.541,0,0.649,4.7,0.151,delebi01,1994
Pete Myers,30,CHI,1,1,101,0.01,82,24.8,7.9,2.2,3,1,0.2,0.455,0.276,0.701,3,0.072,myerspe01,1994
Olden Polynice,29,TOT,1,1,101,0.01,68,35.3,11.6,11.9,0.6,0.6,1,0.523,0,0.508,5.1,0.102,polynol01,1994
Dana Barros,27,PHI,50,50,105,0.476,82,40.5,20.6,3.3,7.5,1.8,0,0.49,0.464,0.899,12.7,0.183,barroda01,1995
Elliot Perry,25,PHO,15,15,105,0.143,82,24.1,9.7,1.8,4.8,1.9,0,0.52,0.417,0.81,5.2,0.126,perryel01,1995
Scott Burrell,24,CHH,8,8,105,0.076,65,31,11.5,5.7,2.5,1.2,0.6,0.467,0.409,0.694,5.6,0.135,burresc01,1995
Gheorghe Mure?an,23,WSB,8,8,105,0.076,73,23.6,10,6.7,0.5,0.7,1.7,0.56,,0.709,4.1,0.116,muresgh01,1995
Allan Houston,23,DET,6,6,105,0.057,76,26.3,14.5,2.2,2.2,0.8,0.2,0.463,0.424,0.86,3.8,0.091,houstal01,1995
Avery Johnson,29,SAS,4,4,105,0.038,82,36.7,13.4,2.5,8.2,1.4,0.2,0.519,0.136,0.685,8,0.128,johnsav01,1995
Tyrone Hill,26,CLE,3,3,105,0.029,70,34.2,13.8,10.9,0.8,0.8,0.6,0.504,0,0.662,6.9,0.138,hillty01,1995
Popeye Jones,24,DAL,3,3,105,0.029,80,29.8,10.3,10.6,2,0.4,0.3,0.443,0.083,0.645,3.6,0.073,jonespo01,1995
Cedric Ceballos,25,LAL,1,1,105,0.01,58,35,21.7,8,1.8,1,0.3,0.509,0.397,0.716,5.2,0.123,cebalce01,1995
Vlade Divac,26,LAL,1,1,105,0.01,80,35.1,16,10.4,4.1,1.4,2.2,0.507,0.189,0.777,9.5,0.162,divacvl01,1995
Chris Gatling,27,GSW,1,1,105,0.01,58,25.3,13.7,7.6,0.9,0.7,0.9,0.633,0,0.592,3.9,0.129,gatlich01,1995
Jim Jackson,24,DAL,1,1,105,0.01,51,38.9,25.7,5.1,3.7,0.5,0.2,0.472,0.318,0.805,4.9,0.118,jacksji01,1995
Rodney Rogers,23,DEN,1,1,105,0.01,80,26.8,12.2,4.8,2,1.2,0.6,0.488,0.338,0.651,3.9,0.088,rogerro01,1995
Rik Smits,28,IND,1,1,105,0.01,78,30.5,17.9,7.7,1.4,0.5,1,0.526,0,0.753,7.2,0.146,smitsri01,1995
Nick Van Exel,23,LAL,1,1,105,0.01,80,36.8,16.9,2.8,8.3,1.2,0.1,0.42,0.358,0.783,6.4,0.104,vanexni01,1995
Walt Williams,24,SAC,1,1,105,0.01,77,35.6,16.4,4.5,4.1,1.6,0.8,0.446,0.348,0.731,5.1,0.089,williwa02,1995
Gheorghe Mure?an,24,WSB,50,50,113,0.442,76,29.5,14.5,9.6,0.7,0.7,2.3,0.584,0,0.619,8,0.172,muresgh01,1996
George McCloud,28,DAL,23,23,113,0.204,79,36,18.9,4.8,2.7,1.4,0.5,0.414,0.379,0.804,5.8,0.098,mccloge01,1996
Terrell Brandon,25,CLE,6,6,113,0.053,75,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7,0.237,brandte01,1996
Danny Ferry,29,CLE,6,6,113,0.053,82,32.7,13.3,3.8,2.3,0.7,0.5,0.459,0.394,0.769,5.5,0.098,ferryda01,1996
Bison Dele,26,LAC,4,4,113,0.035,65,33.2,15.8,7.6,1.9,1.1,0.8,0.543,0.167,0.734,4,0.09,delebi01,1996
Tracy Murray,24,TOR,4,4,113,0.035,82,30,16.2,4.3,1.6,1.1,0.5,0.454,0.422,0.831,4.9,0.096,murratr01,1996
Elden Campbell,27,LAL,3,3,113,0.027,82,32.9,13.9,7.6,2.2,1.1,2.6,0.503,0,0.713,8.2,0.147,campbel01,1996
Shawn Bradley,23,TOT,2,2,113,0.018,79,29.5,11.9,8.1,0.8,0.6,3.6,0.443,0.25,0.687,3,0.062,bradlsh01,1996
Chris Childs,28,NJN,2,2,113,0.018,78,30.9,12.8,3.1,7,1.4,0.1,0.416,0.367,0.852,5.8,0.115,childch01,1996
Allan Houston,24,DET,2,2,113,0.018,82,37.5,19.7,3.7,3,0.7,0.2,0.453,0.427,0.823,7.1,0.112,houstal01,1996
Bobby Phills,26,CLE,2,2,113,0.018,72,35.1,14.6,3.6,3.8,1.4,0.4,0.467,0.441,0.775,7.1,0.136,phillbo01,1996
Dennis Scott,27,ORL,2,2,113,0.018,82,37.1,17.5,3.8,3,1.1,0.4,0.44,0.425,0.82,8.8,0.138,scottde01,1996
David Wesley,25,BOS,2,2,113,0.018,82,25.7,12.3,3.2,4.8,1.2,0.1,0.459,0.426,0.753,6.3,0.144,wesleda01,1996
Greg Anthony,28,VAN,1,1,113,0.009,69,30.4,14,2.5,6.9,1.7,0.2,0.415,0.332,0.771,4.8,0.111,anthogr01,1996
Vinny Del Negro,29,SAS,1,1,113,0.009,82,33.7,14.5,3.3,3.8,1,0.1,0.497,0.38,0.832,8.3,0.144,delnevi01,1996
Matt Geiger,26,CHH,1,1,113,0.009,77,30.5,11.2,8.4,0.8,0.6,0.8,0.536,0.375,0.727,4.3,0.088,geigema01,1996
Juwan Howard,22,WSB,1,1,113,0.009,81,40.7,22.1,8.1,4.4,0.8,0.5,0.489,0.308,0.749,5.6,0.082,howarju01,1996
Jayson Williams,27,NJN,1,1,113,0.009,80,23.2,9,10,0.6,0.4,0.7,0.423,0.286,0.592,3.8,0.099,willija01,1996
Isaac Austin,27,MIA,41,41,115,0.357,82,22.9,9.7,5.8,1.2,0.5,0.5,0.502,0,0.664,4,0.102,austiis01,1997
Doug Christie,26,TOR,17,17,115,0.148,81,38.6,14.5,5.3,3.9,2.5,0.6,0.417,0.384,0.775,7,0.107,chrisdo01,1997
Rasheed Wallace,22,POR,13,13,115,0.113,62,30.5,15.1,6.8,1.2,0.8,1,0.558,0.273,0.638,6.4,0.163,wallara01,1997
Voshon Lenard,23,MIA,9,9,115,0.078,73,28.9,12.3,3,2.2,0.7,0.2,0.459,0.414,0.819,6.8,0.155,lenarvo01,1997
Kendall Gill,28,NJN,7,7,115,0.061,82,39,21.8,6.1,4,1.9,0.6,0.443,0.336,0.797,8.8,0.132,gillke01,1997
Glen Rice,29,CHH,7,7,115,0.061,79,42.6,26.8,4,2,0.9,0.3,0.477,0.47,0.867,10.8,0.154,ricegl01,1997
Lindsey Hunter,26,DET,5,5,115,0.043,82,36.9,14.2,2.8,1.9,1.6,0.3,0.404,0.355,0.778,6.4,0.101,hunteli01,1997
Kevin Garnett,20,MIN,4,4,115,0.035,77,38.9,17,8,3.1,1.4,2.1,0.499,0.286,0.754,7.3,0.116,garneke01,1997
LaPhonso Ellis,26,DEN,3,3,115,0.026,55,36.4,21.9,7,2.4,0.8,0.7,0.439,0.367,0.773,3.6,0.087,ellisla01,1997
Tom Gugliotta,27,MIN,3,3,115,0.026,81,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7,0.103,guglito01,1997
David Wesley,26,BOS,2,2,115,0.017,74,40.4,16.8,3.6,7.3,2.2,0.2,0.468,0.36,0.781,6.1,0.097,wesleda01,1997
Tim Hardaway,30,MIA,1,1,115,0.009,81,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,0.198,hardati01,1997
Eddie Jones,25,LAL,1,1,115,0.009,80,37.5,17.2,4.1,3.4,2.4,0.6,0.438,0.391,0.819,9.6,0.154,jonesed02,1997
Rony Seikaly,31,ORL,1,1,115,0.009,74,35.3,17.3,9.5,1.2,0.7,1.4,0.507,0,0.714,6.8,0.125,seikaro01,1997
Monty Williams,25,SAS,1,1,115,0.009,65,20.7,9,3.2,1.4,0.8,0.8,0.509,0,0.645,1.2,0.042,willimo01,1997
Alan Henderson,25,ATL,33,33,116,0.284,69,29,14.3,6.4,1.1,0.6,0.5,0.485,0.5,0.652,6,0.144,hendeal01,1998
Corliss Williamson,24,SAC,25,25,116,0.216,79,35.7,17.7,5.6,2.9,1,0.6,0.495,0,0.63,4.4,0.076,willico02,1998
Donyell Marshall,24,GSW,24,24,116,0.207,73,35.8,15.4,8.6,2.2,1.3,1,0.414,0.313,0.731,4.2,0.078,marshdo01,1998
Nick Anderson,30,ORL,6,6,116,0.052,58,29.3,15.3,5.1,2.1,1.2,0.4,0.455,0.36,0.638,5.3,0.149,anderni01,1998
Michael Finley,24,DAL,6,6,116,0.052,82,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.357,0.784,7.5,0.106,finlemi01,1998
Theo Ratliff,24,TOT,5,5,116,0.043,82,29.8,9.9,6.7,0.7,0.6,3.1,0.513,,0.701,6.7,0.132,ratlith01,1998
